ID,Img_URL,Img_position,Device Subtitle,Device Title,Key Feature_1,Key Feature_2,Key Feature_3,Key Feature_4,Key Feature_5,Key Feature_6,Key Feature_7,Product description,Device Type,Network Technology,LTE catagory support,Manufacture_Address,Manufacture_Phone,Manufacture_Email,Hardware_Antenna,Hardware_Battery,Hardware_Display Resolution,Hardware_Ethernet Posts,Hardware_Sim Type,Hardware_USB ports,Hardware_Voltage supply,Other_Accelerometer,Other_Z-Wave,Other_Audio,Other_Battery safety,Other_Bluetooth,Other_Camera,Other_Dual SIM,Other_E911,Other_eUICC,Other_GNSS,Other_GPSS,Other_GPS,Other_Keyboard,Other_Magnetic card reader,Other_Printer,Other_RJ-11,Other_Scanning tech,Other_Serial,Other_Smart card reader,Other_Voice transmission capable,Other_Wifi,Zigbee,FoTA For Baseband/Modem Software Update Capability,FoTA Client Type,Operating System,Soft_Developer Kit,Soft_Diagnostics,Soft_Security Level,Soft_EMS,Soft_MMS,Soft_Remote Management,Soft_SMS Capability,Soft_WEA,Soft_Persistent Prefix IPv6,Soft_Mobile Private Network,Soft_FWA,Soft_Split Data Routing,Soft_Multi-APN,Soft_Global Capable,Soft_Private Wireless Network,Chassis_Dimensions,Chassis_Weight,Chassis_Operating Temperature,Chassis_Storage Temperature,Chassis_Relative Humidity,Chassis_Rain & dust resistance,Chassis_Vehicle Mounting,Network_NAT,Network_Routing Protocols,Network_Security Protocol,Network_VPN Support,Network_Numbershare,Network_Fax capable,Network_Firewall,Network_UMTS,Network_LTE,Network_LTE Global/Roaming,Network_5G,Network_5G Global/Roaming,Network_GPRS,Network_GSM,Contact_Website,Contact_Address,Contact_Phone,Contact_Email,Industry,Gift_Card,Status,Published,Variant Inventory Policy,Variant Fulfillment Service,Variant Requires Shipping,Variant Taxable,Included / United States,Included / International
18167,https://odi-device.verizonwireless.com/odi/showcase/api/images/get/18167,,Digi International Inc.,EX15-XC18,4G LTE Cat-18 - Cellular Router / Extender,(2) RJ-45 - Ethernet,(1) RS-45 - Serial,Status LEDs,,,,"Digi EX15 LTE cellular routers/extenders offer gigabit Ethernet for retailers and other organizations that cannot tolerate network downtime and the negative impact on revenue streams and brand reputation. Model: Digi® EX15 Cellular - 4G LTE Cat 18 Transfer rate (max): 1.2 Gbps down, 150 Mbps up Base hardware: (2) RJ-45 Ethernet, (1) RJ-45 Serial Remote management: Digi Remote Manager®",Router,LTE with GSM/UMTS,Cat 18,"Digi International 9350 Excelsior Blvd., Suite 700 Hopkins, MN 55343",877-912-3444 or 952-912-3444,sales.inquiries@digi.com,—,N/A,N/A,2,SIM1 - Standard/Industrial Mini SIM (2FF),SIM2 - Standard/Industrial Mini SIM (2FF),,—,—,—,—,—,—,Checked,—,—,—,—,—,—,—,—,—,—,Checked,—,—,—,—,Verizon FoTA Solution (only),OMADM,Linux,—,—,None,—,—,Checked,Checked,—,—,Checked,Checked,Checked,—,—,—,5.6x5.0x1.2 in.,7.0 oz,0 °C to 40 °C,-40 °C to 85 °C,5% to 95% (non-condensing),—,—,"NAT Traversal, passthrough mode","IP pass-through; NAT, NAPT with IP port forwarding; Ethernet bridging; Ethernet bonding; GRE; multicast routing; Routing protocols: RIP (v1, v2) OSPF, IPv6 RIP-NG, OSPFv3, BGP; IP failover: VRRP; automatic failover; Digi SureLink®","IP filtering, stateful firewall, custom firewall rules (iptables), address and port translation; Authentication: RADIUS, TACACS+; certificates; MAC address filtering; VLAN support","IPSec with IKEv1, IKEv2, NAT Traversal; OpenVPN client and server; GRE VPN tunnels; Cryptology: SHA-1/256/384/512, MD5, RSA; Encryption: 3DES and AES up to 256-bit (CBC mode for IPsec); Diffie Hellman: DH groups 1-32 (CURVE448)",N - no Numbershare,—,Checked,—,"Band2 (1900 MHz), Band4 (1700 MHz), Band5 (850MHz), Band13 (700 MHz), Band48 (3500 MHz), Band66 (1700 MHz)",,,,,,www.digi.com,"Digi International 9350 Excelsior Blvd., Suite 700 Hopkins, MN 55343",877-912-3444 or 952-912-3444,tech.support@digi.com,"Agricultural, Airborne Usage, Construction, Distribution, Education, Financial Services, Government, Healthcare",FALSE,active,TRUE,continue,td-synnex,TRUE,TRUE,TRUE,TRUE
20552,https://odi-device.verizonwireless.com/odi/showcase/api/images/get/20552,,NimbeLink,NL-SW-LTE-SRC7611-4,Direct module access via Serial UART or USB,Skywire family pin compatibility,Dual SIM support with integrated solder down SIM and external 3FF SIM card slot,"GNSS support for GPS, Glonass, Beidou, Galileo",,,,"The Skywire® 4G LTE CAT 4 embedded modem is ideal for delivering fast, reliable cellular connectivity for products in North America. The modem supports GNSS, dual SIMs, and onboard network stacks.",Modem,LTE Only,Cat 4,"3650 Annapolis Ln N, #110 Plymouth, MN 55447",612.285.3433,Sales@NimbeLink.com,—,—,—,0,SIM1 - Industrial Soldered SIM (MFF2 Embedded),SIM2 - Standard/Industrial Micro SIM (3FF),,—,—,—,—,—,—,Checked,—,—,—,Checked,Checked,—,—,—,—,—,—,—,—,—,—,Verizon FoTA Solution and Non Verizon FoTA solution (combined),LWM2M,Other,Checked,—,"Security Level 1,(Regular OD devices. Minimum security requirements mandated.)",—,—,—,Checked,—,—,Checked,—,—,—,—,—,2.9x3.3x1.05 in.,—,-40 °C to 85 °C,-40 °C to 85 °C,20-90% Non Condensing,—,—,—,—,—,—,N - no Numbershare,—,—,—,"Band2 (1900 MHz), Band4 (1700 MHz), Band5 (850MHz), Band13 (700 MHz), Band66 (1700 MHz)",,,,,,www.nimbelink.com,"3650 Annapolis Ln N, #110 Plymouth, MN 55447",612.285.3433,Product.Support@NimbeLink.com,"Agricultural, Construction, Distribution, Education, Financial Services, Healthcare, Hospitality, Industrial / Manufacturing",FALSE,active,TRUE,continue,td-synnex,TRUE,TRUE,TRUE,TRUE
18131,https://odi-device.verizonwireless.com/odi/showcase/api/images/get/18131,,Geometris LP,whereQube AVL - 68C Series,Asset Tracker,2 Wire install capable,Driver Behavior,Starter Disable,,,,"Asset Tracking Device that can provide location information, driver behavior, geo-fence alerts, ignition state, idling state, distance traveled, starter disable, panic button input, and additional inputs and outputs. Can be installed with a two wire install and still determine vehicle or equipment ignition state.",Asset Tracking,LTE Only,Cat M1,"10010 Houston Oaks Dr, Houston, TX 77064",281-856-9600,sales@geometris.com,—,320mAh Li-Polymer,—,0,Standard Nano SIM (4FF),0,8V to 32V,Checked,—,—,Checked,—,—,—,—,—,—,Checked,Checked,—,—,—,—,—,—,—,—,—,—,Verizon FoTA Solution (only),LWM2M,Other,—,—,—,—,—,—,Checked,—,—,—,—,—,—,—,—,3.62x2.44x0.61 in.,1.7 oz,-10 °C to 60 °C,-20 °C to 65 °C,90% non condensing,—,—,—,—,—,—,N - no Numbershare,—,—,—,"Band4 (1700 MHz), Band13 (700 MHz)",,,,,,www.geometris.com,"10010 Houston Oaks Dr, Houston, TX 77064",281-856-9600,support@geometris.com,"Construction, Distribution, Financial Services, Professional Services, Residential / Consumer, Transportation",FALSE,active,TRUE,continue,td-synnex,TRUE,TRUE,TRUE,TRUE
17398,https://odi-device.verizonwireless.com/odi/showcase/api/images/get/17398,,eze System Inc,ezeio mkII,Remote data logger & controller,Secure management and consolidation through cloud back end,"Analog, Pulse, Modbus RTU, CAN and SDI-12 compatible","Monitor, Log, Alarm, Control and Automate - fully remote management",,,,"Powerful & flexible Data logger & Controller. Analog inputs and field bus connections to industry standard on-site sensors, devices and actuators. Automatic, secure synchronization of data and configuration with easy to use cloud back end. Monitoring & logging of any type of pulse, voltage or current sensor, Modbus RTU, SDI-12 and CAN connectivity. Alarming, remote control and automation functionality. Multi-user, multi-site consolidated management via web UI.",Remote Monitoring and Control,LTE Only,Cat M1,"785 Orchard Dr, #100, Folsom, CA, 95630",888-393-9330,sales@ezesys.com,External,n/a,n/a,1,Industrial Soldered SIM (MFF2 Embedded),—,0,—,—,—,—,—,—,—,—,Checked,—,—,—,—,—,—,—,—,Checked,—,—,—,—,Non Verizon FoTA Solution (only),LWM2M,RTOS,—,—,None,—,—,Checked,—,—,—,Checked,—,—,—,—,—,90x116x33mm in.,5oz lbs,-20 °F to °F,-30 °F,May-95,—,—,—,—,"Shared key, AES128",—,N - no Numbershare,—,—,—,Band13 (700 MHz),,,,,,ezesys.com,"785 Orchard Dr, #100, Folsom, CA, 95630",888-393-9330,info@ezesys.com,"Agricultural, Construction, Industrial / Manufacturing, Oil and Gas, Utilities",FALSE,active,TRUE,continue,td-synnex,TRUE,TRUE,TRUE,TRUE
15593,https://odi-device.verizonwireless.com/odi/showcase/api/images/get/15593,,Zefcom LLC,Gabb Watch Lite,Wearable,,,,,,,"Designed primarily for use in child safety applications with SOS button, wearable tracker provides built-in GPS positioning with cellular IOT low power wide area(LPWAN) communications. GPS location and SOS alerts are automatically relayed from the independently operating wearable position watch to both an associated smartphone app and directly to a cloud-based server platform. Through the companion app, the child's parents and family members can view live updates of their status and activity.",Wearable,LTE Only,Cat NB1,"Colin Cole 4101 N Thanksgiving Way Lehi, UT 84043",801-864-5552,Colin.cole@gabbwireless.com,Internal,200mAh,—,—,Industrial Soldered SIM (MFF2 Embedded),0,—,—,—,—,—,—,—,—,—,—,—,—,Checked,—,—,—,—,—,—,—,—,—,—,—,LWM2M,Other,—,—,"Security Level 1,(Regular OD devices. Minimum security requirements mandated.)",—,—,—,—,—,—,Checked,—,—,—,—,—,40mmx33.9mmx12mm in.,—,—,—,—,Checked,—,—,—,—,—,N - no Numbershare,—,—,—,Band13 (700 MHz),"Band1 (2100MHz), Band3 (1800MHz)",,,,,www.telispire.com,"Jarid Love 4101 N Thanksgiving Way Lehi, UT 84043",801-361-2290,jarid.love@gabbwireless.com,Retail,FALSE,active,TRUE,continue,td-synnex,TRUE,TRUE,TRUE,TRUE
18700,https://odi-device.verizonwireless.com/odi/showcase/api/images/get/18700,,Ademco Inc. dba Resideo,ADTLTE-V4,Plug-in radio module for alarm communications,Provides for remote monitoring and panel control.,,,,,,This device will be used in ADT products with ALARM.COM SIMs. Alarm Communicator for use with GRIP Series Alarm Panels for ADT. This removable module can be plugged into a family of security panels.,Remote Monitoring and Control,LTE Only,Cat 1,"Resideo Technologies Inc., 2 Corporate Center Dr., Melville NY 11747",1-516-577-2200,www.Resideo.com,Internal,—,—,—,Standard/Industrial Mini SIM (2FF),—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,Checked,—,—,Verizon FoTA Solution and Non Verizon FoTA solution (combined),OMADM,Linux,—,—,—,—,—,—,Checked,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,N - no Numbershare,—,—,—,"Band2 (1900 MHz), Band4 (1700 MHz), Band5 (850MHz), Band13 (700 MHz), Band66 (1700 MHz)",Band14 (700 MHz),,,,,www.resideo.com,"Resideo Technologies Inc. 2 Corporate Center Dr., Melville NY 11747",1-516-577-2200,www.Resideo.com,Residential / Consumer,FALSE,active,TRUE,continue,td-synnex,TRUE,TRUE,TRUE,TRUE
26710,https://odi-device.verizonwireless.com/odi/showcase/api/images/get/26710,,Sony Electronics Inc,Xperia 5 III,120Hz 21:9 CinemaWide 6.1” HDR OLED display,Alpha 9 speed and features / designed by Sony Alpha 9 engineers,"Triple camera array with 16mm, 24mm, telephoto 70mm and 105mm optical lenses","Superior gaming experience: 120Hz fluid motion, 240Hz touch scanning rate","Superior audio: 360 spatial sound, 3.5 mm audio jack, front facing speakers",,,"Experience serious power in the palm of your hand with the Xperia 5 III. Boasting 5G speed10, powerful performance and impressive battery life—the Xperia 5 III packs the latest Sony camera, display, sound and gaming technologies into a compact design that comfortably fits in your hand.",Smartphone,LTE with GSM/UMTS and 5G NR NSA,Cat 18,"Sony Electronics Inc. 16535 Via Esprillo, San Diego, CA 92127",1 (855)-806-8464,B2B@sony.com,—,4500mAh,FHD+ HDR OLED (2520 x 1080),0,SIM1 - Standard Nano SIM (4FF),SIM2 - Standard Nano SIM (4FF),,Checked,—,Checked,Checked,Checked,Checked,Checked,Checked,—,Checked,Checked,Checked,—,—,—,—,—,—,—,Checked,—,—,Non Verizon FoTA Solution (only),OMADM,Android,—,—,"Security Level 1,(Regular OD devices. Minimum security requirements mandated.)",—,Checked,—,Checked,Checked,—,—,—,—,Checked,—,—,6.2x2.7x0.3 in.,2.4 oz,—,—,—,Checked,—,—,—,—,—,N - no Numbershare,—,—,Checked,"Band2 (1900 MHz), Band4 (1700 MHz), Band5 (850MHz), Band13 (700 MHz), Band66 (1700 MHz)","Band1 (2100MHz), Band3 (1800MHz), Band7 (2600 MHz), Band12 (700 MHz), Band40 (2300 MHz), Band46 (5200 MHz)","NSA FR1 (Sub6) n2, NSA FR1 (Sub6) n5, NSA FR1 (Sub6) n66","NSA FR1 Roaming n77, NSA FR1 Roaming n78","1800 MHz, 1900 MHz, 850 MHz, 900 MHz","1800 MHz, 1900 MHz, 850 MHz, 900 MHz",www.sony.com,"Sony Electronics Inc. 16535 Via Esprillo San Diego, California 92127",1 (919) 744-1588,akhil.aggarwal@sony.com,"Media and Entertainment, Residential / Consumer, Retail",FALSE,active,TRUE,continue,td-synnex,TRUE,TRUE,TRUE,TRUE
10573,https://odi-device.verizonwireless.com/odi/showcase/api/images/get/10573,,DeltaXP LLC,Remote Engine Diagnostics,Asset tracker,Engine diagnostics,,,,,,"This product interfaces to a boat’s outboard engine and reports engine hours, parameters, and diagnostic codes for real-time monitoring. Built-in GPS allows for real-time tracking and the product is designed to be extremely low-power and won’t drain engine battery.",Remote Monitoring and Control,LTE Only,Cat M1,"205 COLONIAL LN, LONGWOOD, FL 32750",407-906-5286,jm@deltaxp.io,—,—,—,—,Industrial Soldered SIM (MFF2 Embedded),—,—,—,—,—,—,—,—,—,—,—,—,—,Checked,—,—,—,—,—,—,—,—,—,—,Verizon FoTA Solution (only),LWM2M,RTOS,—,—,"Security Level 1,(Regular OD devices. Minimum security requirements mandated.)",—,—,—,—,—,—,Checked,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,N - no Numbershare,—,—,—,"Band4 (1700 MHz), Band13 (700 MHz)",,,,,,www.deltaxp.io,"205 COLONIAL LN, LONGWOOD, FL 32750",407-906-5286,jm@deltaxp.io,Transportation,FALSE,active,TRUE,continue,td-synnex,TRUE,TRUE,TRUE,TRUE
12529,https://odi-device.verizonwireless.com/odi/showcase/api/images/get/12529,,Cubic Corporation,Station Validator,"Process contactless bankcards, transit agency branded cards for both account based and card based systems",Bluetooth Low Energy,,,,,,"The Cubic Station Validator is designed to process contactless bankcards, transit agency branded cards for both account based and card based systems, Bluetooth Low Energy and barcodes for fare collection across transit modes including bus, bus rapid transit, tram, and train. It can be installed in on in a rail station or bus terminal environment.",Point of Sale / Vending,LTE with GSM/UMTS,Cat 4,"Cubic Transportation Systems Inc, 5650 Kearny Mesa Road, San Diego, CA 92111",+1 858 268 3100,Vince.Steffano@cubic.com,Internal,—,VGA,1,Standard Nano SIM (4FF),2,8 - 36 Vdc,—,—,—,—,Checked,Checked,—,—,—,—,—,—,—,—,—,—,—,Checked,Checked,—,—,—,Non Verizon FoTA Solution (only),OMADM,Linux,—,—,"Security Level 1,(Regular OD devices. Minimum security requirements mandated.)",—,—,Checked,—,—,—,Checked,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,N - no Numbershare,—,—,—,"Band2 (1900 MHz), Band4 (1700 MHz), Band13 (700 MHz)",,,,,,www.cubic.com,"Cubic Transportation Systems Ltd, AFC House,Honeycrock Lane,Salfords,Redhill,Surrey,RH1 5LA United Kingdom",4.42E+11,matt.beadle@cubic.com,Transportation,FALSE,active,TRUE,continue,td-synnex,TRUE,TRUE,TRUE,TRUE
10844,https://odi-device.verizonwireless.com/odi/showcase/api/images/get/10844,,Digi International Inc.,1002-CMM1-GLB,pluggable,USB interface,4G LTE Cat M1,,,,,The 1002-CMM1 is a 4G LTE Cat M1 "pluggable" cellular modem from the DIgi International range of CORE modems. Cellular connectivity may be added to compatible Digi products by plugging in the CORE module. The 1002-CM is targeted for telemetry and device management applications.,Modem,LTE with GSM/UMTS,Cat M1,"Digi International 9350 Excelsior Blvd., Suite 700 Hopkins, MN 55343",877-912-3444 or 952-912-3444,Jason.Dorough@digi.com,—,N/A,N/A,0,SIM1 - Standard/Industrial Mini SIM (2FF),SIM2 - Standard/Industrial Mini SIM (2FF),,—,—,—,—,—,—,Checked,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,Verizon FoTA Solution (only),LWM2M,Other,—,—,None,—,—,Checked,Checked,—,Checked,—,—,Checked,Checked,—,—,4.0x2.0x0.6 in.,5.5 oz,-40 °C to 70 °C,-40 °C to 85 °C,5-95% non-condensing,—,—,—,—,—,—,N - no Numbershare,—,—,—,"Band4 (1700 MHz), Band13 (700 MHz)","Band1 (2100MHz), Band3 (1800MHz), Band12 (700 MHz)","1800 MHz, 1900 MHz, 850 MHz, 900 MHz",,,,www.digi.com,"Digi International 9350 Excelsior Blvd., Suite 700 Hopkins, MN 55343",877-912-3444 or 952-912-3444,tech.support@digi.com,"Agricultural, Construction, Distribution, Education, Financial Services, Government, Healthcare, Hospitality",FALSE,active,TRUE,continue,td-synnex,TRUE,TRUE,TRUE,TRUE
17639,https://odi-device.verizonwireless.com/odi/showcase/api/images/get/17639,,Vision IOT Inc,Smart Tag AON,"BLE Proximity communication & Bluetooth Beacon (iBeacon, Eddystone)","Always-Connected, LTE CAT-M1",Advance power management with 7 Years Battery Life and 250 Cellular Transmission,"Multiple Optional Sensors (Temperature, Light, Door, Motion), IP64 Protection",,,,"Smart Tag AON is a battery operated, BLE enabled device that has inbuilt various sensors like as temperature, light, door, Motion etc. This device is a 4G LTE Cat M1 enabled IOT device to upload the sensor data on cloud for real time monitoring.",Asset Tracking,LTE Only,Cat M1,Rishabh Aarora,+1 703 981 9354,rishabh.arora@visioniot.com,—,3.6V 7000mAh Non - Rechargeable Lithium Thionyl Chloride 1S2P battery pack,No Display,0,Standard/Industrial Micro SIM (3FF),0,Not applicable - Battery operated device,Checked,—,—,Checked,Checked,—,—,—,—,—,—,Checked,—,—,—,—,—,—,—,—,—,—,Verizon FoTA Solution (only),LWM2M,Other,—,—,—,—,—,Checked,—,—,—,Checked,—,—,—,—,—,6.4x3.44x8.0 cm.,0.66 lbs,-5 °C to 60 °C,-10 °C to 60 °C,30-50%,—,—,Not Applicable,TCP,http,Not Applicable,Y - Numbershare only,—,—,—,"Band4 (1700 MHz), Band13 (700 MHz)","1800 MHz, 1900 MHz, 850 MHz, 900 MHz",,,,,visioniot.com,Gaurang Patel,-9428124806,gaurang.patel@visioniot.com,"Industrial / Manufacturing, Retail",FALSE,active,TRUE,continue,td-synnex,TRUE,TRUE,TRUE,TRUE
17445,https://odi-device.verizonwireless.com/odi/showcase/api/images/get/17445,,Vision IOT Inc,Smart Hub,Smart Hub draws AC Power from the Asset and also includes 90 Day’s battery backup,"BLE Proximity communication & Bluetooth Beacon (iBeacon, Eddystone)",Realtime Location using Cell Triangulation or optional GPS,"Rugged Design, with IP64 Protection","Always-Connected, LTE CAT-M1",,,"Smart Hub is a BLE enabled device that collects and manages data from various BLE sensors, handles communications functions, and interfaces with the backend cloud platform. This device is a 4G LTE Cat M1 enabled IOT gateway that can connects BLE based IOT devices to the cloud by acting as a real time communication bridge.",Asset Tracking,LTE Only,Cat M1,Rishabh Aarora,+1 703 981 9354,rishabh.arora@visioniot.com,—,3.7V 400mAh Rechargeable Li-Ion battery,No Display,0,Standard/Industrial Micro SIM (3FF),0,AC Input: 85V to 264VAC 50/60Hz,Checked,—,—,Checked,Checked,—,—,—,—,—,—,Checked,—,—,—,—,—,Checked,—,—,—,—,Verizon FoTA Solution and Non Verizon FoTA solution (combined),LWM2M,Other,—,—,"Security Level 1,(Regular OD devices. Minimum security requirements mandated.)",—,—,Checked,—,—,—,Checked,—,—,—,—,—,3.15x2.16x1.37 in.,0.33 lbs,-5 °C to 60 °C,-20 °C to 60 °C,30-50%,—,—,Not Applicable,TCP,http,Not Applicable,N - no Numbershare,—,—,—,"Band4 (1700 MHz), Band13 (700 MHz)",,,,,,visioniot.com,Gaurang Patel,-9428124806,gaurang.patel@visioniot.com,"Industrial / Manufacturing, Retail",FALSE,active,TRUE,continue,td-synnex,TRUE,TRUE,TRUE,TRUE
16834,https://odi-device.verizonwireless.com/odi/showcase/api/images/get/16834,,"Deer Management Systems, LLC",Reveal SK,sends photos,sends video,,,,,,Cellular trail camera used for hunting security and surveillance. The device sits idle until the PIR sensor is triggered then it connects and uploads the photo to our application. Usage of 200 MB per device per month,Camera,LTE Only,Cat 4,"110 N Sunset Blvd Caledonia, MN 55921",(218) 282-5650,jeff@tactacam.com,—,—,—,—,Standard/Industrial Mini SIM (2FF),—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,Verizon FoTA Solution (only),LWM2M,Other,—,—,—,—,—,—,Checked,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,N - no Numbershare,—,—,—,"Band2 (1900 MHz), Band4 (1700 MHz), Band5 (850MHz), Band13 (700 MHz)",,,,,,www.tactacam.com,"110 N Sunset Blvd Caledonia, MN 55921",(218) 282-5650,ben@tactacam.com,Retail,FALSE,active,TRUE,continue,td-synnex,TRUE,TRUE,TRUE,TRUE
16835,https://odi-device.verizonwireless.com/odi/showcase/api/images/get/16835,,"Deer Management Systems, LLC",Reveal XB,sends photos,cell camera,,,,,,Cellular trail camera used for hunting security and surveillance. The device sits idle until the PIR sensor is triggered then it connects and uploads the photo to our application. Usage of 200 MB per device per month,Camera,LTE Only,Cat 1,"110 N Sunset Blvd Caledonia, MN 55921",(218) 282-5650,Jeff@tactacam.com,—,—,—,—,Standard/Industrial Mini SIM (2FF),—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,Verizon FoTA Solution (only),LWM2M,Other,—,—,—,—,—,—,Checked,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,N - no Numbershare,—,—,—,"Band2 (1900 MHz), Band4 (1700 MHz), Band5 (850MHz), Band13 (700 MHz)",,,,,,www.tactacam.com,"110 N Sunset Blvd Caledonia, MN 55921",(218) 282-5650,ben@tactacam.com,Retail,FALSE,active,TRUE,continue,td-synnex,TRUE,TRUE,TRUE,TRUE
