Product ID,Device Subtitle,Device Title,Key Feature_1,Key Feature_2,Key Feature_3,Key Feature_4,Key Feature_5,Key Feature_6,Key Feature_7,Product description,Device Type,Network Technology,LTE catagory support,Contact_Address,Contact_Phone,Contact_Email,Hardware_Antenna,Hardware_Battery,Hardware_Display Resolution,Hardware_Ethernet Posts,Hardware_Sim Type,Hardware_USB ports,Hardware_Voltage supply,Other_Accelerometer,Other_Z-Wave,Other_Audio,Other_Battery safety,Other_Bluetooth,Other_Camera,Other_Dual SIM,Other_E911,Other_eUICC,Other_GNSS,Other_GPSS,Other_GPS,Other_Keyboard,Other_Magnetic card reader,Other_Printer,Other_RJ-11,Other_Scanning tech,Other_Serial,Other_Smart card reader,Other_Voice transmission capable,Other_Wifi,Other_Zigbee,FoTA For Baseband/Modem Software Update Capability,FoTA Client Type,Operating System,Soft_Developer Kit,Soft_Diagnostics,Soft_Security Level,Soft_EMS,Soft_MMS,Soft_Remote Management,Soft_SMS Capability,Soft_WEA,Soft_Persistent Prefix IPv6,Soft_Mobile Private Network,Soft_FWA,Soft_Split Data Routing,Soft_Multi-APN,Soft_Global Capable,Soft_Private Wireless Network,Chassis_Dimensions,Chassis_Weight,Chassis_Operating Temperature,Chassis_Storage Temperature,Chassis_Relative Humidity,Chassis_Rain & dust resistance,Chassis_Vehicle Mounting,Network_NAT,Network_Routing Protocols,Network_Security Protocol,Network_VPN Support,Network_Numbershare,Network_Fax capable,Network_Firewall,Network_UMTS,Network_LTE,Network_LTE Global/Roaming,Network_5G,Network_5G Global/Roaming,Network_GPRS,Network_GSM,Contact_Website,Contact_Address,Contact_Phone,Contact_Email,Industry
26815,Advantech,ICR-2441,For Industrial IoT and consumer focused high speed data applications,"Stand alone, DIN rail or wall mounting",Enhanced memory to host custom software applications and a wide variety of protocols,"Ethernet, GNSS, serial RS-232/RS485 and I/O",,,,"Industrial cellular router ICR-2441 is designed for wireless communication to enable connection of IP or serial devices to a cellular network. Industrial M2M and IoT applications include kiosks, industrial PCs, HMIs, traffic controllers, meters, UPS systems, and much more. The peak downlink data rate for LTE Cat.4 is approximately 150 Mbps. Also in the uplink, LTE Cat.4 provides a peak data rate of 50 Mbps.",Router,LTE Only,Cat 4,"Andrew Lund, 2077 Cohansey Blvd, Roseville, MN 55113",(612)247-1127,andrew.lund@advantech.com,—,CR2032X,n/a,2,Standard/Industrial Micro SIM (3FF),0,9 V - 48 V DC,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,Checked,—,—,—,—,Verizon FoTA Solution and Non Verizon FoTA solution (combined),—,Linux,—,—,"Security Level 1,(Regular OD devices. Minimum security requirements mandated.)",—,—,Checked,—,—,—,Checked,Checked,—,—,—,LTE Licensed,4.44x4.52x0.98 in.,0.761 lbs,-40 °F to 167 °F,-40 °C to 75 °F,95%,—,—,yes,"RIP, OSPF, BGP, Static routes","HTTPS, SSH, SFTP","OpenVPN, IPSec with IKEv1 and IKEv2, EasyVPN, GRE, L2TP, PPTP, P2P",N - no Numbershare,—,Checked,—,"Band4 (1700 MHz), Band13 (700 MHz)",,,,,,,"Michelle Holdiman, 707 E Dayton Rd ,Ottawa, IL 61350",(815)434-8762,Michelle.Holdiman@advantech.com,"Agricultural, Distribution, Financial Services, Healthcare, Hospitality, Industrial / Manufacturing, Oil and Gas, Transportation"
25054,Itron,Edge Gateway 6000,IoT Modem,,,,,,,"The Edge Gateway 6000 is a rugged edge computing device with LTE communications capability and Remote Terminal Unit (RTU) protocol bridging features. It provides wireless connectivity for a wide range of critical infrastructure applications including Industrial IoT, Distribution Automation (DA), Distributed Intelligence, and Smart Cities.",Router,LTE Only,Cat 7,1001 East Delavan Ave,5857946015,jbroderick@viridiparente.com,—,N/A,N/A,1,SIM1 - Standard Nano SIM (4FF),0,9-60VDC,Checked,—,—,—,—,—,Checked,—,—,—,Checked,—,—,—,—,—,—,Checked,—,—,—,—,Verizon FoTA Solution (only),LWM2M,Linux,—,—,—,—,—,—,—,—,—,Checked,Checked,—,—,—,—,1.43x4.92x4.61 in.,1 lbs,-40 °C to 70 °C,-40 °C to 85 °C,95,—,—,"NAT, Source NAT, Static NAT, Port Forwarding","BGP, MPLS, RIPv2, EIGRP, LDP, ISIS, OSPF, DMVPN, RPL, GRE","3DES, AES 128/192/256, SHA 256/384/512 HMAC","StrongSwan, OpenVPN",N - no Numbershare,—,—,Checked,"Band2 (1900 MHz), Band4 (1700 MHz), Band5 (850MHz), Band13 (700 MHz), Band66 (1700 MHz)",,,,,,Itron.com,1001 East Delavan Ave,716.968.8658,jbroderick@viridiparente.com,"Distribution, Industrial / Manufacturing, Transportation, Utilities"
23827,"Westell, Inc. (formerly Kentrox Inc.)",DMX-1647,"Monitoring control device with 3 Eth ports, 3 serial ports, 8 dry contacts, and a 1-W port",,,,,,,"This unit is a flexible, intelligent monitoring and control device that has 3 Ethernet ports, 3 serial ports, 8 dry contacts, and a 1-wire port.",Remote Monitoring and Control,LTE Only,Cat 6,"750 N. Commons Dr., Aurora, IL 60504",614-923-1170,jtamkin@westell.com,—,—,—,3,Standard/Industrial Mini SIM (2FF),—,20-60VDC,—,—,—,—,Checked,—,—,—,—,—,—,—,—,—,—,—,—,Checked,—,—,—,—,Verizon FoTA Solution and Non Verizon FoTA solution (combined),OMADM,Linux,—,—,"Security Level 1,(Regular OD devices. Minimum security requirements mandated.)",—,—,Checked,—,—,—,Checked,—,—,—,—,—,10x3.2x3.75 in.,1.3 lbs,-40 °C to 65 °C,-40 °C to 70 °C,95%,—,—,Supported,—,SSL/HTTPS/SNMP V3,—,N - no Numbershare,—,Checked,—,"Band2 (1900 MHz), Band4 (1700 MHz), Band5 (850MHz), Band13 (700 MHz)",,,,,,http://www.westell.com/,"750 N. Commons Dr., Aurora, IL 60504",(800) 377-8766,support@westell.com,Utilities
13428,Intrepid Control Systems INC,valueLog,vehicle monitor,A Modular Vehicle Network Adapter for Custom Connected Vehicle Solution,,,,,,vehicle monitoring,Vehicle Monitoring,LTE with GSM/UMTS,Cat M1,1850 Research Dr,5867317950,icssales@intrepidcs.com,—,—,—,—,Standard/Industrial Mini SIM (2FF),—,—,Checked,—,—,—,Checked,—,—,—,—,—,Checked,Checked,—,—,—,—,—,—,—,—,Checked,—,Verizon FoTA Solution and Non Verizon FoTA solution (combined),LWM2M,Other,—,—,"Security Level 1,(Regular OD devices. Minimum security requirements mandated.)",—,—,—,—,—,—,Checked,—,—,—,—,—,—,—,—,—,—,—,Checked,—,—,—,—,N - no Numbershare,—,—,—,"Band4 (1700 MHz), Band13 (700 MHz)","1800 MHz, 1900 MHz, 850 MHz, 900 MHz",,,,,www.intrepidcs.com,1850 Research Dr,5867317950,icssupport@intrepidcs.com,"Agricultural, Construction, Transportation"
19488,Par Tech Inc,TDP-I-V2,Asset Tracker,,,,,,,Asset Tracker,Asset Tracking,LTE Only,Cat M1,"139 Premier Dr Lake Orion, MI 48359",5074569546,deaker@partechgss.com,—,Lithium Battery,—,0,Standard/Industrial Micro SIM (3FF),1,12V/24V,Checked,—,—,—,—,—,—,—,—,—,Checked,Checked,—,—,—,—,—,—,—,—,—,—,Verizon FoTA Solution (only),LWM2M,RTOS,—,—,—,—,—,—,Checked,—,—,Checked,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,N - no Numbershare,—,—,—,"Band4 (1700 MHz), Band13 (700 MHz)","1800 MHz, 1900 MHz, 850 MHz, 900 MHz",,,,,www.partechgss.com/,"139 Premier Dr Lake Orion, MI 48359",2482760213,deaker@partechgss.com,Transportation
15677,ReadyNet Solutions,gotW3 LTE200,"WiFi / IoT LTE Router, Voice ATA, & Ethernet",,,,,,,"The LTE200 4G-LTE Wireless N Router is a combined wired/wireless network connection device designed to be the primary internet access for various applications, such as small business/home offices, kiosks, SDWAN gateways, IoT devices, fax connectivity, and alarm systems – anywhere Internet access is needed.",Router,LTE Only,Cat 4,"5162 E Highway Kaufman, TX 75142",1-833-492-6893,sales@revgennetworks.com,—,none,LED,1,Standard/Industrial Mini SIM (2FF),0,12V 1A,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,Checked,—,—,—,—,Checked,—,Verizon FoTA Solution (only),LWM2M,Linux,—,—,—,—,—,Checked,Checked,—,—,Checked,Checked,—,—,—,—,4.6x6.7x1.8 in.,8 oz,14 °F to 130 °F,-40 °F to 150 °F,95%,—,—,NAT/ALG/DMZ/UPnP/virtual server,Static Routing,"Defense of DoS, ARP attacks/Port scan",PPTP,N - no Numbershare,Checked,—,—,"Band2 (1900 MHz), Band4 (1700 MHz), Band5 (850MHz), Band13 (700 MHz), Band66 (1700 MHz)",,,,,,www.readynetsolutions.com,"5162 E Highway Kaufman, TX 75142",1-833-492-6893,support@revgennetworks.com,"Media and Entertainment, Professional Services, Residential / Consumer"
26373,Vosker,V300 Ultimate,Built-in solar panel,LTE,,,,,,Outdoor cellular LTE wireless security camera with built-In solar panel. Motion activated. Live Audio-Video Streaming 100% Wireless: Works Without Wi-Fi or Electricity 4G/LTE Cellular Connectivity Motion Activated 1080p FULL HD Video Recordings Built-in Solar Panel 100 ft Motion Detection 128° Ultra-wide Angle View Built-in GPS Tracker Long-Lasting Rechargeable Battery Pack,Camera,LTE Only,Cat 4,"330 rue de la jacques-cartier, Victoriaville, Québec, G6T1Y3",1-866-986-7537 ext : 2032,sales@vosker.com,—,"4.2V rechargeable , removable battery pack Lithium",—,0,SIM1 - Standard/Industrial Micro SIM (3FF),1,5V-9V,Checked,—,Checked,—,—,Checked,Checked,—,—,Checked,—,—,—,—,—,—,—,—,—,—,—,—,Verizon FoTA Solution (only),LWM2M,RTOS,—,—,"Security Level 1,(Regular OD devices. Minimum security requirements mandated.)",—,—,—,—,—,—,—,—,—,—,Checked,—,3.8x4.5x5.4 in.,—,-30 °C to 50 °C,-30 °C to 50 °C,—,Checked,—,—,—,—,—,N - no Numbershare,—,—,Checked,"Band2 (1900 MHz), Band4 (1700 MHz), Band5 (850MHz), Band13 (700 MHz)","Band7 (2600 MHz), Band12 (700 MHz)",850 MHz,850 MHz,,,www.vosker.com,"330 rue de la jacques-cartier, Victoriaville, Québec, G6T1Y3",1-866-986-7537 #2031  ,mgauthier@vosker.com,Residential / Consumer
24474,"American Pharma Technologies, Inc.",PharmaWatch IOT Cellular Sensor Radio Model RP-IOT-003,Real-Time Monitoring and Compliance Reporting,Highly Secure—Communications Fully Isolated from Customer Systems,Easy Inexpensive Scale-Up for Enterprise Customers,Easy to Install,Simple/Easy to Use While Still Supplying a World-Class Solution,,,"AmericanPharma Technologies’ PharmaWatch product is a system-as-a-service solution utilizing LTE CAT M1 cellular communications to deliver the best environmental monitoring and compliance reporting for the healthcare industry, and it can be used just as effectively whether working at home or in the office.",Remote Monitoring and Control,LTE Only,Cat M1,"AmericanPharma Technologies, Inc., 222 North 13th Street, Boise, ID 83702",1.888.234.5157,info@ameri-pharma.com,—,Lithium Ion used as backup,n/a,0,Industrial Soldered SIM (MFF2 Embedded),1,2.4A @ 5v via USB Power Supply,—,—,—,—,—,—,—,—,Checked,—,—,—,—,—,—,—,—,—,—,—,—,—,Verizon FoTA Solution and Non Verizon FoTA solution (combined),LWM2M,Other,—,—,—,—,—,Checked,Checked,—,—,Checked,—,—,—,—,—,9.8x9.8x3.5 in.,7.6 oz,50 °F to 113 °F,14 °F to 140 °F,Min: 10%RH Max: 80%RH,—,—,—,—,—,—,N - no Numbershare,—,—,—,"Band4 (1700 MHz), Band13 (700 MHz)",,,,,,www.pharmawatch.com,"AmericanPharma Technologies, Inc., 222 North 13th Street, Boise, ID 83702",1-888-342-4329,support@pharmawatch.com,"Healthcare, Industrial / Manufacturing, Pharmaceutical"
25689,Sentient Energy,ZM1,"Power Line Sensor, detects faults&outages, captures analytics, reports to headend via LTE",,,,,,,"Power Line Sensor, detects faults , outages captures analytics and uses 4G LTE to report to head end",Utility / Smart Grid,LTE with GSM/UMTS,Cat 1,"15815 Executive Drive, Suite 300 Frisco, TX 75033",469-296-1125,info@sentient-energy.com,—,Yes,—,0,Standard/Industrial Mini SIM (2FF),0,—,Checked,—,—,—,—,—,—,—,—,—,Checked,Checked,—,—,—,—,—,—,—,—,—,—,—,—,RTOS,—,—,—,—,—,—,—,—,—,Checked,—,—,—,—,—,7x6.5x4 in.,3.5 lbs,-40 °C to 85 °C,-40 °C to 85 °C,—,Checked,—,—,—,—,—,N - no Numbershare,—,—,—,"Band2 (1900 MHz), Band4 (1700 MHz), Band5 (850MHz), Band13 (700 MHz), Band66 (1700 MHz)",Band14 (700 MHz),,,,,,"15815 Executive Drive, Suite 300 Frisco, TX 75033",1-800-674-9423,support@sentient-energy.com,Utilities
25390,Omnisite,Cellular Alarm Monitor,remote monitoring device,Alarm monitoring,,,,,,"This PumpAlarm - Cellular Alarm Monitor comes with a variety of sensor options and the capability to connect your own floats. The paddle antenna comes with each unit to increase the cellular reception in the basement or wherever your unit is located. Monitor power loss, high water level, and high/low temperature. This solution is great for plumbers, property managers, and homeowners.",Alarm Panel,LTE Only,Cat 1,203 West Morris Street Indianapolis Indiana 46225,317-452-0177,cellularcarriergroup@omnisite.com,—,—,—,0,Standard/Industrial Mini SIM (2FF),1,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,Checked,—,—,—,—,Verizon FoTA Solution and Non Verizon FoTA solution (combined),OMADM,RTOS,—,—,—,—,—,—,Checked,—,—,Checked,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,N - no Numbershare,—,—,—,"Band2 (1900 MHz), Band4 (1700 MHz), Band5 (850MHz), Band13 (700 MHz), Band66 (1700 MHz)",Band14 (700 MHz),,,,,www.omnisite.com,203 West Morris Street Indianapolis Indiana 46225,317-452-0177,cellularcarriergroup@omnisite.com,Residential / Consumer
21255,Omnisite,External OSMR CAT-1 / Qualcom,Remote monitoring device,,,,,,,"The modem is plugged into a host board with a micro-controller on it that talks to the Telit radio module directly, to control it. The modem is used in an alarm monitoring and control device for the waste water and water industry.",Modem,LTE Only,Cat 1,203 West Morris Street Indianapolis Indiana 46225,317-694-0207,cellularcarriergroup@omnisite.com,—,—,—,—,Standard/Industrial Mini SIM (2FF),—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,Verizon FoTA Solution and Non Verizon FoTA solution (combined),OMADM,RTOS,—,—,"Security Level 1,(Regular OD devices. Minimum security requirements mandated.)",—,—,—,Checked,—,—,Checked,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,N - no Numbershare,—,—,—,"Band2 (1900 MHz), Band4 (1700 MHz), Band5 (850MHz), Band13 (700 MHz), Band66 (1700 MHz)",Band14 (700 MHz),,,,,www.omnisite.com,203 West Morris Street Indianapolis Indiana 46225,317-694-0207,cellularcarriergroup@omnisite.com,Utilities
23828,"Fortinet, Inc.",FortiGateRugged 70F-3G4G,"Integrated FW/UTM Security Appliance, Router/Gateway",3G/LTE wireless as primary or auto fail over WAN connection,"Firewall, IDS/IPS, AntiVirus-AntiSpam & Content Filtering Unified Threat Management (UTM)",,,,,"The FGR-70F-3G4G is network security gateways and is designed for mission critical security solutions in harsh environments.  The FGR-70F-3G4G offers industrially-hardened, all in one security appliance that delivers specialized threat protection for securing critical industrial and control networks against malicious attacks. This gateway features RJ45 interfaces, SFP slots, a USB port, BLE, GNSS and 3G and 4G capability through an LTE module. ",Router,LTE with GSM/UMTS,Cat 12,"899 Kifer Road, Sunnyvale, CA 94086",408-235-7700,sborle@fortinet.com,—,—,—,8,SIM1 - Standard/Industrial Micro SIM (3FF),1,12VDC to 125VDC,—,—,—,—,Checked,—,Checked,—,—,—,Checked,Checked,—,—,—,—,—,—,—,—,—,—,Verizon FoTA Solution and Non Verizon FoTA solution (combined),LWM2M,Other,—,—,—,—,—,—,—,—,—,Checked,Checked,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,N - no Numbershare,—,—,—,"Band2 (1900 MHz), Band4 (1700 MHz), Band5 (850MHz), Band13 (700 MHz), Band66 (1700 MHz)",,,,,,www.fortinet.com,"899 Kifer Road, Sunnyvale, CA 94086",408-235-7700,aji@fortinet.com,"Agricultural, Airborne Usage, Construction, Distribution, Education, Financial Services, Government, Healthcare"
25056,"Green Machine Equipment, Inc.",VCom 155-L,IoT Modem,,,,,,,"The Viridi VCom 155-L is a rugged edge computing device with LTE communications capability and Remote Terminal Unit (RTU) protocol bridging features. It provides wireless connectivity for a wide range of critical infrastructure applications including Industrial IoT, Distribution Automation (DA), Distributed Intelligence, and Smart Cities.",Router,LTE Only,Cat 7,1001 East Delavan Ave,5857946015,jbroderick@viridiparente.com,—,N/A,N/A,1,SIM1 - Standard Nano SIM (4FF),0,9-60VDC,Checked,—,—,—,—,—,Checked,—,—,—,—,Checked,—,—,—,—,—,Checked,—,—,—,—,Verizon FoTA Solution (only),LWM2M,Linux,—,—,—,—,—,—,—,—,—,Checked,Checked,—,—,—,—,1.43x4.92x4.61 in.,1 lbs,-40 °C to 70 °C,-40 °C to 85 °C,95,—,—,"NAT, Source NAT, Static NAT, Port Forwarding","BGP, MPLS, RIPv2, EIGRP, LDP, ISIS, OSPF, DMVPN, RPL, GRE","3DES, AES 128/192/256, SHA 256/384/512 HMAC","StrongSwan, OpenVPN",Y - Numbershare only,—,—,Checked,"Band2 (1900 MHz), Band4 (1700 MHz), Band5 (850MHz), Band13 (700 MHz), Band66 (1700 MHz)",,,,,,oscequipment.com/green-machine,1001 East Delavan Ave,716.968.8658,jbroderick@viridiparente.com,"Distribution, Industrial / Manufacturing, Transportation, Utilities"
25691,TELIT IOT SOLUTIONS INC.,AGN3,60GHz Radar Sensor,GNSS,Solar panel and RS485 charging,Tilt,liquid-level distance measurement,,,The AGN3 is a real-time tank monitoring and logistics solution,Remote Monitoring and Control,LTE Only,Cat M1,Charlie Williams 7700 Irvine Center Dr Irvine CA 92618 Suite 290,(949) 315-8062,Charlie.Williams@telit.com,—,—,—,0,Standard/Industrial Micro SIM (3FF),0,—,Checked,—,—,Checked,—,—,—,—,—,—,Checked,Checked,—,—,—,—,—,Checked,—,—,—,—,Verizon FoTA Solution and Non Verizon FoTA solution (combined),LWM2M,RTOS,—,—,"Security Level 1,(Regular OD devices. Minimum security requirements mandated.)",—,—,Checked,—,—,—,Checked,—,—,—,Checked,—,—,—,—,—,—,—,—,—,—,—,—,N - no Numbershare,—,—,—,"Band4 (1700 MHz), Band13 (700 MHz)","Band1 (2100MHz), Band3 (1800MHz), Band12 (700 MHz)","1800 MHz, 1900 MHz, 850 MHz, 900 MHz",,,,telit.com,7700 Irvine Center Dr Irvine CA 92618 Suite 290,(949) 910-3095,ramy.mourad@telit.com,Agricultural
20269,Telsco Industries dba Weathermatic,SL-AIRCARD-M1NA,data only,,,,,,,"Module that connects, via 4ft cable, to a smart sprinkler controller to do supervisory control and data acquisition.",Remote Monitoring and Control,LTE Only,Cat M1,"3301 W. Kingsley Rd. Garland, TX 75041",888-484-3776,info@weathermatic.com,—,—,—,0,Standard/Industrial Mini SIM (2FF),0,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,Verizon FoTA Solution (only),LWM2M,Other,—,—,—,—,—,Checked,—,—,—,Checked,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,N - no Numbershare,—,—,—,"Band4 (1700 MHz), Band13 (700 MHz)",,,,,,,,972-926-2105,mike.mccafferty@weathermatic.com,Residential / Consumer
22546,Applied Information Inc.,FCU 500-070,School beacon controller,,,,,,,School beacon controller,Remote Monitoring and Control,LTE Only,Cat M1,Peter Ashley,678-276-6952,pashley@appinfoinc.com,—,—,—,1,Standard/Industrial Mini SIM (2FF),—,—,—,—,—,—,—,—,—,—,—,—,—,Checked,—,—,—,—,—,—,—,—,—,—,Verizon FoTA Solution and Non Verizon FoTA solution (combined),LWM2M,RTOS,—,—,—,—,—,—,Checked,—,—,Checked,—,—,—,—,—,8x5x2 in.,—,—,—,—,—,—,—,—,—,—,N - no Numbershare,—,—,—,"Band4 (1700 MHz), Band13 (700 MHz)",,,,,,appinfoinc.com,Kleinjan Deetlefs,949-500-3768,kdeetlefs@appinfoinc.com,Government
22964,Perle Systems Limited,C4G-M-4P6MWR Router,4G routing capabilities with CAT12 600M/150MGNS/GNSS capabilities,1 x M12 L-coded Analog Input DC power monitoring,"Provides network connectivity via LTE, Cellular, and Ethernet",GNS/GNSS capabilities,Meets industry-grade certifications (IP54),,,"C4G-M-4P6MWR Router with integrated: LTE-A PRO (CAT12 600M / 150M), GPS/GNSS, Wireless LAN (2.4/5 GHz), 4 x10/100/1000 M12 X-Coded Ethernet, M12 L-Coded power connector, M12 L-Coded Analog input monitoring & IP54 enclosure",Router,LTE with GSM/UMTS,Cat 12,"60 Renfrew Dr, Markham, Ontario Canada L3R 0E1",1 800-467-3753,sales@perle.com,—,—,—,4,SIM1 - Standard/Industrial Mini SIM (2FF),0,—,—,—,—,—,—,—,Checked,—,—,—,Checked,Checked,—,—,—,—,—,Checked,—,—,Checked,—,Verizon FoTA Solution and Non Verizon FoTA solution (combined),LWM2M,Linux,—,—,"Security Level 1,(Regular OD devices. Minimum security requirements mandated.)",—,—,—,Checked,—,—,Checked,Checked,—,—,Checked,—,6.9x4.5x2.2 in.,—,-40 °C to 70 °C,-40 °C to 85 °C,—,Checked,Checked,"NATv4, NPT","RIP, OSPF, BGP",SSL,"IPSec, OpenVPN",N - no Numbershare,—,Checked,—,"Band2 (1900 MHz), Band4 (1700 MHz), Band5 (850MHz), Band13 (700 MHz), Band66 (1700 MHz)",,,,,,www.perle.com,"60 Renfrew Dr, Markham, Ontario Canada L3R 0E1",1 905 946 5080,ptac@perle.com,"Construction, Government, Healthcare, Industrial / Manufacturing, Oil and Gas, Transportation, Utilities"
19832,"HHCS Handheld USA, Inc.",Algiz 10XR,MIL-810G,,,,,,,"The Algiz 10XR is a rugged 10.1"" 5G enabled Windows tablet features a high resolution projected capacitive touchscreen. Operates on a powerful Intel Atom® Elkhart Lake x6413E Processor. Also boasts a 128GB SSD (up to 512GB); expandable microSDXC™, and 8GB of DDR4 SO-DIMM. Includes built-in cameras: 5MP front and a 12MP rear w/LED flash; several connectivity and multiple expansion port options (RS232,LAN,CANbus,LRBT). It comes standard with a fingerprint reader.",Tablet,LTE with 5G NR NSA,Cat 20,"2121 NE Jack London Street Suite 100 Corvallis, Oregon 97330",+1 541 827 1025,j.rimay@handheld-us.com,—,"Hot-swappable 11.55V, type. 3640 mAh Li-Polymer Battery (3S1P)",1920x1200,0,Standard Nano SIM (4FF),3,65W,Checked,—,Checked,Checked,Checked,Checked,—,—,—,—,—,Checked,—,—,—,—,Checked,Checked,Checked,—,Checked,—,Verizon FoTA Solution (only),LWM2M,Windows,—,—,"Security Level 1,(Regular OD devices. Minimum security requirements mandated.)",—,—,—,Checked,—,—,Checked,—,—,—,—,—,27.5x2.3x17.5 in.,41 oz,-30 °C to 60 °C,-30 °C to 70 °C,"MIL-STD-810G, Method 507.5, Procedure II (Aggravated) Temp. cycles 86°F / 30°C to 140°F / 60°C; 95%RH",Checked,Checked,—,—,—,none,N - no Numbershare,—,—,Checked,"Band2 (1900 MHz), Band4 (1700 MHz), Band5 (850MHz), Band13 (700 MHz), Band66 (1700 MHz)","NSA FR1 (Sub6) n2, NSA FR1 (Sub6) n5, NSA FR1 (Sub6) n66",,,,,www.handheldgroup.com,"2121 NE Jack London Street Suite 100 Corvallis, Oregon 97330",+46 (0)510 54 71 70,j.hed@handheldgroup.com,"Agricultural, Construction, Distribution, Industrial / Manufacturing, Residential / Consumer, Retail, Transportation"
19754,Peplink,FlexModule Mini,1x embedded cellualr modem (Dowlinik/Uplink: 300 Mbps/50 Mbps),Redundant SIM slots,2x SMA Cellular Antenna Connectors,,,,,"The Flex Module Mini is an expansion module for X-series router comes with a single cellular modem and redundant SIM slots, which provide upgrade and modify potential for X-series routers.",Router,LTE with GSM/UMTS,Cat 7,sales@peplink.com,6504509668,sales@peplink.com,—,NA,NA,0,SIM1 - Standard/Industrial Mini SIM (2FF),0,10-30 V,—,—,—,—,—,—,Checked,—,—,—,—,—,—,—,—,—,—,Checked,—,—,—,—,Verizon FoTA Solution (only),LWM2M,Linux,—,—,"Security Level 1,(Regular OD devices. Minimum security requirements mandated.)",—,—,Checked,—,—,—,Checked,Checked,—,—,—,—,4x3.6x0.8 in.,0.83 lbs,14 °F to 113 °F,14 °F to 113 °F,15% – 95% (non-condensing),—,—,Yes,RIP OSPF BGP,Yes,PepVPN IPSec L2TP,Y - Numbershare only,—,Checked,Checked,"Band2 (1900 MHz), Band4 (1700 MHz), Band5 (850MHz), Band13 (700 MHz), Band66 (1700 MHz)",,,,,,www.peplink.com,support@peplink.com,6504509668,support@peplink.com,"Agricultural, Airborne Usage, Construction, Distribution, Education, Financial Services, Government, Healthcare"
28988,Cradlepoint,W1850-5GC,"Two 2.5 Gbps Ethernet ports (LAN/WAN configurable), supports IP Passthrough",PoE powered for optimal placement; DC adapter included,,,,,,"The W1850-5GC is part of Cradlepoint 5G adapter series providing industry-leading Wireless WAN connectivity. This purpose-built adapter is sold as part of a NetCloud Package that includes a subscription to the NetCloud Service, continuous modem and software feature enhancements, 24×7 support, on-demand training, and limited lifetime warranty.",Router,LTE with 5G NR NSA,Cat 19,"1100 W Idaho St STE 800, Boise ID 83702",8558133385,routersales@cradlepoint.com,—,None,None,2,SIM1 - Standard Nano SIM (4FF),1,100-240VAC OR 802.3at (PoE+ 30W),—,—,—,—,—,—,Checked,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,Verizon FoTA Solution and Non Verizon FoTA solution (combined),LWM2M,Other,—,—,"Security Level 1,(Regular OD devices. Minimum security requirements mandated.)",—,—,Checked,—,—,—,Checked,Checked,—,—,—,—,6.5x6.5x1.5 in.,30.4 oz,32 °F to 122 °F,-40 °F to 185 °F,10-90,—,—,Yes,"GRE, L2TP, NEMO, VRRP, STP, NHRP, OSPF, BGP, RIP, VTI, Split DNS, DNS Proxy, DNS, DHCP relay/client/server, SIP, IRC, VLAN support (802.1Q)","IPSec, 802.1x (wired and wireless), TACACS+/RADIUS Authentication",Yes,N - no Numbershare,—,—,Checked,"Band2 (1900 MHz), Band4 (1700 MHz), Band5 (850MHz), Band13 (700 MHz), Band48 (3500 MHz), Band66 (1700 MHz)","Band1 (2100MHz), Band3 (1800MHz), Band7 (2600 MHz), Band8 (900 MHz), Band12 (700 MHz), Band14 (700 MHz), Band17 (700 MHz), Band18 (850 MHz), Band20 (800 MHz), Band25 (1900 MHz), Band26 (850 MHz), Band28 (700 MHz), Band40 (2300 MHz), Band41 (2500 MHz), Band46 (5200 MHz)","NSA FR1 (Sub6) n2, NSA FR1 (Sub6) n5, NSA FR1 (Sub6) n66, NSA FR1 (Sub6) n77","NSA FR1 Roaming n66, NSA FR1 Roaming n77, NSA FR1 Roaming n78",,,www.cradlepoint.com,"1100 W Idaho St STE 800, Boise ID 83702",8558133385,support@cradlepoint.com,"Agricultural, Construction, Distribution, Education, Financial Services, Government, Healthcare, Hospitality"
